Número de comprobante,Aciertos,Acreditado,Detalles
372,55,,
1509,31,,
1517,,N,
1639,,N,
1732,59,,
1962,41,,
1994,47,,
2031,81,,
2163,70,,
2551,81,,
2778,51,,
2803,47,,
2829,45,,
2998,53,,
3306,35,,
3401,76,,
3810,59,,
3991,64,,
4047,45,,
4081,,N,
4113,43,,
4162,39,,
4172,61,,
4345,108,S,Cita para entregar documentación.
4716,65,,
5151,,N,
5445,31,,
5484,90,S,
5548,48,,
5555,88,S,
5706,54,,
5761,39,,
6112,,N,
6131,58,,
6450,52,,
6495,85,S,Cita para entregar documentación.
6688,34,,
6692,44,,
7002,,N,
7048,52,,
7086,77,,
7236,55,,
8265,61,,
8381,,N,
8382,43,,
8453,,N,
8567,39,,
8860,60,,
9128,53,,
9484,83,S,
9493,67,,
9554,,N,
9700,33,,
9944,54,,
10341,77,,
10432,41,,
10537,51,,
10565,35,,
10640,82,,
10693,60,,
10730,44,,
10792,88,S,Cita para entregar documentación.
10870,42,,
10890,49,,
11248,99,S,
11673,35,,
11793,45,,
12142,39,,
12303,38,,
12430,92,S,Cita para entregar documentación.
13281,57,,
13421,58,,
13486,48,,
13673,43,,
13679,36,,
13883,91,S,Cita para entregar documentación.
14058,39,,
14179,46,,
14233,36,,
14339,30,,
14579,60,,
14614,,N,
14727,68,,
14938,28,,
15241,90,S,Cita para entregar documentación.
15432,84,S,
15584,80,,
15593,71,,
15809,31,,
15884,48,,
16117,59,,
16208,52,,
16254,40,,
16493,57,,
16552,30,,
16798,40,,
17154,77,,
17401,46,,
17462,96,S,
17629,75,,
17818,47,,
17976,75,,
18136,34,,
18194,38,,
18206,34,,
18217,,N,
18245,30,,
18498,25,,
18641,97,S,
18929,73,,
18941,45,,
19080,,N,
19191,40,,
19389,70,,
19423,62,,
19510,36,,
19647,,N,
20057,82,,
20096,54,,
20338,74,,
20622,68,,
20703,52,,
20744,83,S,Cita para entregar documentación.
21065,61,,
21144,22,,
21289,49,,
21442,40,,
21756,95,S,
21936,58,,
21955,42,,
22053,85,S,
22217,81,,
22316,63,,
22362,34,,
22472,82,,
22964,90,S,Cita para entregar documentación.
22992,51,,
24317,46,,
24472,,N,
24573,87,S,
24681,27,,
24784,51,,
24933,48,,
25019,25,,
25590,39,,
25624,41,,
25905,36,,
26196,80,,
26384,41,,
26473,,N,
27146,67,,
27338,86,S,Cita para entregar documentación.
27439,66,,
27970,43,,
28002,56,,
28065,99,S,
28147,39,,
28213,67,,
29194,87,S,Cita para entregar documentación.
29343,44,,
29491,54,,
29785,47,,
30010,78,,
30071,72,,
30135,34,,
30480,53,,
30643,,N,
30666,40,,
30816,39,,
30834,52,,
30869,31,,
30895,68,,
30919,31,,
31047,47,,
31331,97,S,Cita para entregar documentación.
31416,40,,
31418,,N,
31503,61,,
31998,25,,
32623,49,,
32722,87,S,Cita para entregar documentación.
32859,46,,
33195,83,S,Cita para entregar documentación.
33323,72,,
33569,51,,
33670,,N,
33822,97,S,Cita para entregar documentación.
34177,69,,
34502,76,,
34923,71,,
35252,,N,
35795,81,,
35895,,N,
36318,,N,
36846,58,,
36932,,N,
37986,57,,
38080,,N,
38158,45,,
38180,61,,
38230,,N,
38288,107,S,Cita para entregar documentación.
38354,115,S,
38499,54,,
