Número de comprobante,Aciertos,Acreditado,Detalles
28654,97,S,Cita para entregar documentación.
28750,51,,
28777,68,,
28785,55,,
28851,82,,
28855,77,,
28936,58,,
29072,94,S,Cita para entregar documentación.
29083,,N,
29092,77,,
29335,,N,
29449,108,S,Cita para entregar documentación.
29479,102,S,Cita para entregar documentación.
29491,27,,
29593,94,S,Cita para entregar documentación.
29671,,N,
29687,75,,
29900,,N,
29910,90,,
29986,109,S,Cita para entregar documentación.
30087,93,S,Cita para entregar documentación.
30090,103,S,Cita para entregar documentación.
30132,81,,
30143,,N,
30151,108,S,Cita para entregar documentación.
30229,67,,
30252,104,S,Cita para entregar documentación.
30316,91,,
30381,,N,
30430,60,,
30464,,N,
30472,55,,
30548,72,,
30619,87,,
30622,,N,
30658,79,,
30700,35,,
30810,48,,
30858,99,S,Cita para entregar documentación.
30918,,N,
30935,,N,
30965,78,,
31028,35,,
31063,72,,
31173,100,S,Cita para entregar documentación.
31192,91,,
31193,59,,
31237,100,S,Cita para entregar documentación.
31259,82,,
31266,82,,
31374,98,S,Cita para entregar documentación.
31469,,N,
31580,,N,
31585,61,,
31742,98,S,Cita para entregar documentación.
31796,99,S,Cita para entregar documentación.
31797,114,S,Cita para entregar documentación.
31820,101,S,Cita para entregar documentación.
31978,76,,
32036,61,,
32039,58,,
32197,90,,
32216,110,S,Cita para entregar documentación.
32314,111,S,Cita para entregar documentación.
32494,90,,
32543,64,,
32634,96,S,Cita para entregar documentación.
32774,,N,
32822,,N,
33003,,N,
33152,71,,
33340,89,,
33341,103,S,Cita para entregar documentación.
33420,,N,
33437,,N,
33733,,N,
33756,,N,
34048,79,,
34063,102,S,Cita para entregar documentación.
34072,83,,
34180,,N,
34525,,N,
34859,90,,
34889,103,S,Cita para entregar documentación.
34912,67,,
35046,93,S,Cita para entregar documentación.
35080,,N,
35083,74,,
35156,115,S,Cita para entregar documentación.
35169,95,S,Cita para entregar documentación.
35184,56,,
35198,104,S,Cita para entregar documentación.
35209,76,,
35211,107,S,Cita para entregar documentación.
35213,115,S,Cita para entregar documentación.
35224,,N,
35239,,N,
35249,,N,
35250,100,S,Cita para entregar documentación.
35280,56,,
35282,95,S,Cita para entregar documentación.
35285,,N,
35290,63,,
35297,,N,
35326,104,S,Cita para entregar documentación.
35377,61,,
