Número de comprobante,Aciertos,Acreditado,Detalles
4,36,,
11,37,,
13,32,,
47,28,,
54,54,,
72,,N,
73,55,,
79,60,,
90,78,,
100,95,S,Cita para entregar documentación.
125,96,S,
128,81,,
143,55,,
144,48,,
154,41,,
160,90,,
161,54,,
162,50,,
166,81,,
173,82,,
180,48,,
181,81,,
182,65,,
202,72,,
213,73,,
216,49,,
251,47,,
252,48,,
295,63,,
297,83,,
299,,N,
311,66,,
312,64,,
317,39,,
320,73,,
340,81,,
344,63,,
347,76,,
359,64,,
363,64,,
364,66,,
368,49,,
387,82,,
392,83,,
400,59,,
401,34,,
403,82,,
412,105,S,
419,80,,
428,63,,
440,,N,
446,57,,
478,43,,
492,48,,
493,68,,
495,38,,
507,43,,
510,50,,
511,75,,
513,29,,
515,47,,
520,74,,
529,35,,
549,41,,
552,,N,
583,,N,
594,82,,
597,38,,
600,91,S,
603,47,,
604,,N,
615,71,,
617,50,,
619,79,,
622,55,,
630,52,,
631,42,,
635,54,,
665,38,,
684,68,,
686,27,,
687,57,,
706,40,,
721,,N,
739,39,,
752,61,,
753,64,,
764,44,,
765,62,,
801,44,,
803,44,,
808,38,,
826,57,,
835,81,,
846,87,,
851,46,,
853,52,,
856,44,,
859,55,,
867,81,,
881,28,,
882,,N,
891,75,,
895,76,,
903,,N,
932,60,,
940,34,,
944,33,,
966,65,,
967,52,,
976,32,,
996,,N,
1007,29,,
1008,48,,
1010,43,,
1015,39,,
1017,47,,
1030,39,,
1032,107,S,Cita para entregar documentación.
1049,48,,
1053,57,,
1068,43,,
1084,58,,
1099,73,,
1104,80,,
1109,42,,
1111,56,,
1115,25,,
1124,44,,
1129,48,,
1130,40,,
1136,100,S,
1143,96,S,
1161,56,,
1173,36,,
1174,57,,
1182,55,,
1190,47,,
1214,,N,
1215,35,,
1220,41,,
1224,90,,
1231,61,,
1239,49,,
1253,79,,
1264,59,,
1267,,N,
1281,59,,
1290,91,S,Cita para entregar documentación.
1297,50,,
1300,41,,
1301,61,,
1302,,N,
1309,27,,
1321,65,,
1336,80,,
1338,55,,
1360,84,,
1361,80,,
1374,36,,
1389,75,,
1410,60,,
1414,51,,
1435,51,,
1442,77,,
1443,68,,
1444,89,,
1447,58,,
1456,46,,
1460,48,,
1463,74,,
1464,43,,
1465,92,S,Cita para entregar documentación.
1469,37,,
1472,54,,
1476,52,,
1480,43,,
1485,31,,
1489,76,,
1493,88,,
1500,36,,
1509,,N,
1512,51,,
1515,50,,
1518,39,,
1519,64,,
1535,56,,
1538,91,S,Cita para entregar documentación.
1546,59,,
1552,34,,
1569,50,,
1572,68,,
1577,39,,
1578,95,S,Cita para entregar documentación.
1582,71,,
1586,50,,
1592,55,,
1597,35,,
1613,,N,
1620,53,,
1626,41,,
1627,,N,
1646,59,,
1648,72,,
1655,91,S,
1667,68,,
1670,47,,
1674,42,,
1679,38,,
1698,61,,
1703,49,,
1713,99,S,Cita para entregar documentación.
1728,92,S,
1730,50,,
1743,56,,
1761,49,,
1767,103,S,
1771,58,,
1776,48,,
1782,,N,
1783,52,,
1792,68,,
1798,38,,
1801,46,,
1803,97,S,
1804,48,,
1834,64,,
1835,43,,
1837,34,,
1846,45,,
1865,46,,
1869,48,,
1884,62,,
1904,76,,
1925,106,S,
1926,46,,
1927,43,,
1934,54,,
1937,79,,
1944,75,,
1953,37,,
1958,51,,
1965,77,,
1968,47,,
1976,36,,
1989,59,,
1990,74,,
2021,63,,
2022,59,,
2029,41,,
2036,41,,
2045,76,,
2047,58,,
2064,71,,
2068,58,,
2074,47,,
2084,,N,
2085,65,,
2093,50,,
2094,47,,
2113,45,,
2114,66,,
2125,36,,
2128,78,,
2157,72,,
2169,29,,
2170,58,,
2180,,N,
2192,58,,
2194,30,,
