Número de comprobante,Aciertos,Acreditado,Detalles
6,65,,
7,61,,
12,64,,
13,69,,
17,54,,
32,59,,
35,49,,
44,45,,
64,26,,
66,67,,
71,24,,
79,53,,
90,47,,
102,102,S,Cita para entregar documentación.
110,67,,
125,40,,
164,109,S,Cita para entregar documentación.
208,41,,
218,75,,
227,62,,
228,40,,
237,70,,
240,31,,
246,60,,
260,36,,
262,33,,
287,71,,
301,78,,
304,,N,
315,84,,
321,65,,
322,67,,
333,52,,
345,24,,
366,37,,
382,76,,
392,75,,
394,53,,
395,56,,
403,100,S,
405,32,,
414,51,,
421,38,,
422,69,,
425,80,,
427,51,,
428,,N,
429,39,,
434,48,,
435,,,Cita para aclarar situación escolar.
444,48,,
445,70,,
447,64,,
455,81,,
469,,N,
473,72,,
474,98,S,Cita para entregar documentación.
479,96,S,
480,79,,
488,48,,
490,48,,
491,,N,
492,68,,
493,77,,
499,78,,
501,48,,
504,82,,
507,44,,
510,63,,
511,89,,
513,49,,
514,,N,
516,72,,
520,85,,
524,61,,
534,,N,
535,39,,
546,37,,
548,44,,
557,,N,
562,58,,
563,43,,
584,,N,
591,,N,
597,74,,
604,,N,
605,94,S,
613,,N,
616,89,,
619,,N,
622,94,S,
631,60,,
638,77,,
641,76,,
644,39,,
646,,N,
652,51,,
655,,N,
658,89,,
661,62,,
663,38,,
684,87,,
688,39,,
692,77,,
695,69,,
700,38,,
703,61,,
704,,N,
705,39,,
712,76,,
719,31,,
722,76,,
727,55,,
731,52,,
738,54,,
744,68,,
755,84,,
757,52,,
758,47,,
769,97,S,
771,38,,
777,63,,
789,38,,
791,43,,
797,76,,
821,71,,
825,87,,
826,47,,
828,63,,
829,56,,
832,43,,
837,63,,
853,42,,
864,,N,
866,57,,
868,84,,
875,58,,
877,,N,
884,80,,
886,52,,
903,50,,
905,68,,
914,45,,
920,45,,
922,72,,
939,38,,
956,54,,
959,53,,
962,74,,
965,50,,
994,72,,
997,37,,
1007,77,,
1010,73,,
1011,39,,
1014,,N,
1021,,N,
1023,39,,
1025,96,S,Cita para entregar documentación.
1028,72,,
1032,,N,
1034,48,,
1042,42,,
1043,29,,
1045,77,,
1048,90,S,
1049,97,S,
1055,69,,
1057,77,,
1067,106,S,
1069,47,,
1081,105,S,
1088,75,,
1090,47,,
1096,63,,
1097,,N,
1101,85,,
1107,75,,
1108,45,,
1111,35,,
1119,73,,
1121,29,,
1127,,N,
1136,34,,
1155,51,,
1167,79,,
1168,55,,
1177,66,,
1179,54,,
1189,69,,
1194,,N,
1201,38,,
1203,62,,
1204,,N,
1205,41,,
1208,53,,
1211,43,,
1213,70,,
1231,69,,
1232,66,,
1233,,N,
1239,91,S,Cita para entregar documentación.
1245,67,,
1248,72,,
1252,,N,
1267,32,,
1268,49,,
1278,91,S,
1283,85,,
1291,36,,
1293,113,S,Cita para entregar documentación.
1312,69,,
1326,105,S,
1332,,N,
1344,87,,
1356,63,,
1359,33,,
1360,60,,
1364,85,,
1366,39,,
1368,61,,
1380,103,S,Cita para entregar documentación.
1381,36,,
1384,61,,
1395,83,,
1400,83,,
1405,,N,
1408,32,,
1414,64,,
1418,89,,
1421,45,,
1422,52,,
1423,35,,
1428,103,S,
1445,,N,
