Número de comprobante,Aciertos,Acreditado,Detalles
13217,91,,
13280,52,,
13362,74,,
13383,95,,
13425,41,,
13427,41,,
13481,36,,
13488,,N,
13522,,N,
13576,88,,
13585,70,,
13628,86,,
13677,40,,
13810,98,,
13818,74,,
13835,45,,
13938,37,,
13985,,N,
14052,79,,
14075,76,,
14076,58,,
14116,111,S,Cita para entregar documentación.
14161,31,,
14197,56,,
14199,39,,
14225,48,,
14242,45,,
14409,,N,
14464,23,,
14512,72,,
14518,51,,
14534,,N,
14546,63,,
14586,38,,
14597,65,,
14599,39,,
14624,27,,
14636,86,,
14643,90,,
14650,52,,
14719,48,,
14725,40,,
14728,32,,
14847,94,,
14849,49,,
14852,,N,
14862,41,,
14893,70,,
14895,38,,
14950,39,,
14956,59,,
14958,107,S,
14967,65,,
14996,52,,
15002,53,,
15040,,N,
15047,81,,
15187,,N,
15282,32,,
15292,29,,
15411,93,,
15436,,N,
15460,67,,
15463,81,,
15534,44,,
15600,24,,
15602,66,,
15659,39,,
15686,60,,
15766,,N,
15832,51,,
15841,50,,
15925,37,,
15982,82,,
16013,73,,
16019,98,,
16071,28,,
16076,45,,
16100,38,,
16140,,N,
16159,70,,
16243,29,,
16266,50,,
16313,84,,
16339,,N,
16373,47,,
16397,44,,
16403,37,,
16447,42,,
16509,60,,
16618,40,,
16682,32,,
16689,,N,
16690,48,,
16723,43,,
16748,77,,
16791,73,,
16843,,N,
16862,77,,
16874,54,,
16895,60,,
16904,38,,
16964,57,,
17003,66,,
17012,57,,
17053,35,,
17111,113,S,
17168,56,,
17187,48,,
17270,36,,
17282,34,,
17370,49,,
17449,,N,
17530,58,,
17588,48,,
17622,35,,
17624,107,S,Cita para entregar documentación.
17666,63,,
17712,28,,
17722,38,,
17740,63,,
17818,37,,
17835,41,,
17845,45,,
17877,43,,
17888,62,,
17977,95,,
18020,26,,
18044,50,,
18048,35,,
18164,38,,
18194,55,,
18221,67,,
18245,43,,
18274,46,,
18293,46,,
18319,94,,
18339,49,,
18424,83,,
18425,,N,
18460,26,,
18480,72,,
18488,55,,
18526,31,,
18550,78,,
18558,93,,
18561,,N,
18576,55,,
18627,94,,
18632,53,,
18660,,N,
