Número de comprobante,Aciertos,Acreditado,Detalles
4,69,,
53,61,,
59,29,,
62,53,,
70,35,,
95,43,,
143,34,,
145,62,,
174,97,,
195,43,,
196,97,,
278,45,,
313,55,,
347,40,,
389,42,,
402,,N,
441,,N,
468,92,,
477,94,,
506,98,,
523,83,,
540,,N,
578,94,,
580,88,,
620,62,,
629,93,,
669,66,,
687,77,,
706,70,,
708,107,S,Cita para entregar documentación.
709,37,,
711,92,,
724,28,,
783,95,,
811,,N,
814,100,,
838,83,,
845,90,,
876,70,,
917,,N,
947,89,,
954,81,,
968,38,,
975,76,,
988,60,,
1001,88,,
1003,37,,
1019,,N,
1100,89,,
1116,63,,
1124,50,,
1128,50,,
1129,77,,
1185,65,,
1210,84,,
1287,,N,
1303,87,,
1314,106,S,
1327,102,,
1361,,N,
1437,92,,
1450,35,,
1456,,N,
1485,43,,
1489,110,S,
1497,71,,
1502,77,,
1523,67,,
1567,88,,
1575,59,,
1579,,N,
1588,45,,
1597,100,,
1668,85,,
1703,66,,
1775,101,,
1787,93,,
1822,99,,
1859,,N,
1897,35,,
1908,,N,
1927,65,,
1945,52,,
2052,79,,
2119,45,,
2128,61,,
2136,41,,
2235,60,,
2241,86,,
2277,38,,
2293,83,,
2341,74,,
2435,67,,
2438,111,S,Cita para entregar documentación.
2465,115,S,Cita para entregar documentación.
2481,46,,
2508,71,,
2509,77,,
2531,24,,
2538,75,,
2545,69,,
2552,76,,
2557,100,,
2560,67,,
2570,104,,
2611,76,,
2616,96,,
2719,34,,
2744,97,,
2750,54,,
2756,42,,
2764,,N,
2772,86,,
2781,41,,
2797,78,,
2824,57,,
2831,95,,
2837,51,,
2840,90,,
2859,38,,
2867,37,,
2877,84,,
2894,40,,
2903,50,,
2964,62,,
2990,33,,
3052,47,,
3065,96,,
3095,56,,
3121,76,,
3170,29,,
3212,41,,
3275,32,,
3300,53,,
3311,44,,
3315,45,,
3325,107,S,
3348,72,,
3385,77,,
3482,66,,
3631,56,,
3645,45,,
3718,74,,
3843,39,,
3848,58,,
3876,73,,
3912,49,,
3933,98,,
3947,69,,
3994,92,,
4024,33,,
4140,32,,
4198,100,,
4205,53,,
4219,32,,
4267,59,,
4277,79,,
4290,42,,
4292,80,,
4322,64,,
4329,69,,
4368,101,,
4381,70,,
4385,91,,
4396,67,,
4421,70,,
4512,67,,
4516,46,,
4519,60,,
4543,40,,
4565,36,,
4584,90,,
4612,101,,
4616,72,,
4660,51,,
4675,67,,
4708,89,,
4710,,,Cita para aclarar situación escolar.
4726,112,S,
4740,81,,
4793,64,,
4819,58,,
4823,53,,
4827,36,,
4842,48,,
4849,59,,
4921,58,,
4930,71,,
4954,73,,
4961,69,,
4963,28,,
4974,63,,
4997,37,,
4998,62,,
5009,45,,
5021,99,,
5031,50,,
5040,37,,
5095,92,,
5157,65,,
5189,40,,
5242,70,,
5251,86,,
5304,56,,
5324,64,,
5337,78,,
5368,88,,
5440,82,,
5453,47,,
5458,30,,
5492,37,,
5495,61,,
5506,,N,
5551,64,,
5557,33,,
5575,78,,
5603,80,,
5619,46,,
5653,64,,
5700,78,,
5706,89,,
5721,,N,
5722,52,,
5744,63,,
5771,78,,
5812,94,,
5918,73,,
5957,93,,
5982,41,,
6006,56,,
6007,33,,
6009,45,,
6020,106,S,
6021,108,S,
6077,67,,
6107,107,S,
6118,,N,
6126,79,,
6132,61,,
6172,62,,
6211,54,,
6234,42,,
6245,36,,
6262,51,,
6279,41,,
6281,62,,
6285,78,,
6294,56,,
6296,71,,
6310,59,,
6343,101,,
6381,32,,
6387,76,,
6426,90,,
6438,72,,
6458,94,,
6498,,N,
6518,76,,
6548,,N,
6575,83,,
6586,79,,
6610,32,,
6611,56,,
6654,34,,
6729,51,,
6737,63,,
6755,32,,
6761,34,,
6775,56,,
6795,67,,
6799,46,,
6807,106,S,
6819,61,,
6847,46,,
6858,82,,
6862,53,,
6867,95,,
6896,81,,
6905,34,,
6917,46,,
6924,87,,
6971,84,,
7011,,N,
7017,66,,
7052,62,,
7071,,N,
7087,49,,
7101,32,,
7172,45,,
7287,39,,
7323,65,,
7346,70,,
7356,56,,
7435,100,,
7465,52,,
7490,59,,
7499,67,,
7510,70,,
7523,97,,
7545,55,,
7577,85,,
7645,65,,
7678,,N,
7711,69,,
7774,86,,
7838,76,,
7925,44,,
8045,77,,
8122,93,,
8140,62,,
8149,31,,
8292,44,,
8356,67,,
8384,52,,
8396,79,,
8436,63,,
8506,64,,
8519,,N,
8526,90,,
8561,81,,
8589,,N,
8592,,N,
8618,104,,
8642,87,,
8652,58,,
8657,99,,
8670,41,,
8676,62,,
8687,52,,
8689,82,,
8690,85,,
8707,81,,
8713,54,,
8724,56,,
8749,49,,
8768,85,,
8870,88,,
8880,70,,
8903,34,,
8909,44,,
8919,50,,
8950,74,,
9009,45,,
9021,40,,
9074,49,,
9090,48,,
9117,48,,
9132,77,,
9149,65,,
9295,59,,
9312,32,,
9365,61,,
9375,91,,
9408,,,Cita para aclarar situación escolar.
9462,71,,
9503,34,,
9546,61,,
9720,61,,
9828,86,,
9839,89,,
9854,105,S,Cita para entregar documentación.
9910,37,,
9917,48,,
9923,56,,
9935,30,,
10076,40,,
10234,64,,
10241,76,,
10257,66,,
10266,111,S,
10320,,N,
10398,48,,
10471,74,,
10509,43,,
10522,,N,
