Número de comprobante,Aciertos,Acreditado,Detalles
1,71,,
30,93,,
56,49,,
133,90,,
148,62,,
151,51,,
167,111,S,Cita para entregar documentación.
208,85,,
283,,N,
326,106,,
346,86,,
353,,N,
367,,N,
381,41,,
409,115,S,
423,80,,
429,45,,
455,74,,
463,51,,
467,58,,
485,,N,
498,114,S,Cita para entregar documentación.
532,,N,
559,58,,
566,62,,
640,52,,
702,35,,
720,,N,
727,82,,
736,57,,
738,50,,
743,,N,
773,86,,
809,70,,
821,65,,
827,109,S,Cita para entregar documentación.
879,53,,
907,,N,
910,42,,
973,,N,
974,71,,
1006,74,,
1031,82,,
1058,70,,
1062,,N,
1117,79,,
1135,95,,
1150,35,,
1151,53,,
1163,113,S,Cita para entregar documentación.
1200,41,,
1275,65,,
1279,68,,
1332,109,S,Cita para entregar documentación.
1342,69,,
1357,67,,
1393,69,,
1445,71,,
1457,90,,
1477,96,,
1532,60,,
1551,95,,
1596,,N,
1617,69,,
1633,,N,
1641,85,,
1647,67,,
1680,61,,
1681,49,,
1712,66,,
1751,104,,
1752,,N,
1768,,N,
1794,112,S,Cita para entregar documentación.
1795,,N,
1799,52,,
1823,67,,
1844,68,,
1848,102,,
1877,106,,
1932,80,,
1993,96,,
1997,91,,
2027,74,,
2039,75,,
2040,57,,
2052,106,,
2072,41,,
2102,42,,
2118,62,,
2130,86,,
2139,56,,
2142,39,,
2172,78,,
2238,93,,
2288,34,,
2318,54,,
2357,,N,
2360,79,,
2390,,N,
2472,70,,
2590,100,,
2591,51,,
2689,43,,
2697,44,,
2701,79,,
2712,,N,
2743,81,,
2789,38,,
2869,54,,
2898,65,,
2919,53,,
2940,,N,
2982,,N,
3080,63,,
3082,67,,
3099,35,,
3101,98,,
3118,74,,
3192,90,,
3208,87,,
3209,86,,
3253,97,,
3261,104,,
3268,,N,
3294,84,,
3302,94,,
3470,47,,
3488,34,,
3492,,N,
3503,71,,
3571,,N,
3583,64,,
3609,106,,
3640,114,S,Cita para entregar documentación.
3644,92,,
3650,51,,
3721,,N,
3726,60,,
3742,77,,
3833,74,,
3959,47,,
4024,52,,
4025,71,,
4069,104,,
4119,34,,
4188,72,,
4204,97,,
4220,78,,
4225,57,,
4239,72,,
4318,,N,
4335,95,,
4342,,N,
4350,76,,
4409,99,,
4433,41,,
4564,71,,
4572,94,,
4604,62,,
4681,73,,
4685,56,,
4735,,N,
4744,75,,
4771,107,S,
4783,,N,
4785,97,,
4787,65,,
4851,61,,
4904,63,,
4924,,N,
4936,68,,
4949,,N,
4950,70,,
4973,,N,
4980,34,,
4997,89,,
5000,62,,
5022,63,,
5076,67,,
5078,,N,
5079,,N,
5081,47,,
5137,55,,
5171,91,,
5211,48,,
5227,49,,
5298,109,S,Cita para entregar documentación.
5318,,N,
5333,108,S,Cita para entregar documentación.
5344,60,,
5368,,N,
5399,58,,
5413,56,,
5421,,N,
5426,69,,
5477,45,,
5494,49,,
5550,71,,
5553,,N,
5616,41,,
5666,97,,
5692,,N,
5722,,N,
5737,95,,
5743,53,,
5744,67,,
5753,92,,
5791,44,,
5803,63,,
5813,63,,
5831,67,,
5834,74,,
5928,61,,
5965,44,,
5995,65,,
6004,65,,
6034,76,,
6061,64,,
6094,44,,
6103,76,,
6172,52,,
6212,47,,
6226,49,,
6305,50,,
6348,74,,
6376,41,,
6387,80,,
6401,102,,
6428,55,,
6443,67,,
6462,60,,
6512,,N,
6549,59,,
6554,87,,
6564,102,,
6597,103,,
6684,,N,
6779,93,,
6809,49,,
6825,60,,
6853,,N,
6854,41,,
6907,71,,
6929,58,,
6960,50,,
7137,78,,
7189,70,,
7217,,N,
7295,39,,
7310,102,,
7318,36,,
7326,73,,
7339,62,,
7368,,N,
7370,114,S,Cita para entregar documentación.
7389,71,,
7412,83,,
7435,78,,
7448,68,,
7474,38,,
7573,53,,
7641,59,,
7753,103,,
7770,77,,
7843,72,,
7853,65,,
7947,39,,
7970,,N,
8098,97,,
8138,59,,
8217,110,S,Cita para entregar documentación.
8226,54,,
8265,70,,
8316,51,,
8380,62,,
8407,34,,
8416,94,,
8422,39,,
8435,65,,
8468,46,,
8554,100,,
8579,73,,
8633,72,,
8648,67,,
8680,81,,
8710,32,,
8723,48,,
8804,92,,
8833,73,,
8858,112,S,Cita para entregar documentación.
8865,66,,
8871,103,,
8889,46,,
8896,72,,
8910,60,,
9024,110,S,Cita para entregar documentación.
9025,75,,
9121,98,,
9138,52,,
9162,50,,
9194,56,,
9208,75,,
9211,87,,
9252,104,,
9268,74,,
9274,70,,
9287,99,,
9312,69,,
9374,68,,
9423,59,,
9439,,N,
9450,78,,
9474,55,,
9478,66,,
9502,,N,
9521,59,,
9540,53,,
9642,85,,
9678,58,,
9723,69,,
9735,48,,
9755,72,,
9767,102,,
9786,111,S,Cita para entregar documentación.
9849,74,,
9931,57,,
9941,97,,
10004,30,,
10024,67,,
10027,,N,
10031,46,,
10056,54,,
10065,47,,
10089,97,,
10090,36,,
10092,76,,
10100,83,,
10101,99,,
10107,61,,
10108,,N,
10116,81,,
10118,49,,
10119,70,,
10205,85,,
10220,66,,
10261,,N,
10313,41,,
10327,85,,
10397,20,,
10429,72,,
10459,73,,
10474,48,,
10475,83,,
10491,,N,
10493,49,,
10530,117,S,Cita para entregar documentación.
10568,81,,
10584,51,,
10603,99,,
10655,86,,
