Número de comprobante,Aciertos,Acreditado,Detalles
41,103,,
48,85,,
64,113,S,Cita para entregar documentación.
100,84,,
116,54,,
127,94,,
130,96,,
140,58,,
145,,N,
147,39,,
165,52,,
173,,N,
186,,N,
192,104,S,Cita para entregar documentación.
195,66,,
221,,N,
245,50,,
254,100,,
282,96,,
300,92,,
314,101,,
342,61,,
349,90,,
350,86,,
394,,N,
407,75,,
425,,N,
454,98,,
489,67,,
507,47,,
521,39,,
533,73,,
542,77,,
766,63,,
770,87,,
809,,N,
822,76,,
879,58,,
885,74,,
956,98,,
995,74,,
1095,58,,
1152,80,,
1311,,N,
1405,109,S,Cita para entregar documentación.
1460,31,,
1505,53,,
1524,,N,
1526,73,,
1587,106,S,
1718,,N,
1822,50,,
1889,65,,
1939,57,,
2046,78,,
2061,76,,
2103,69,,
2115,,N,
2127,,N,
2187,60,,
2247,96,,
2248,,N,
2294,55,,
2360,91,,
2382,85,,
2383,56,,
2411,94,,
2523,47,,
2543,58,,
2555,57,,
2609,74,,
2648,35,,
2672,,N,
2699,57,,
2792,92,,
2844,56,,
2864,69,,
2916,89,,
3050,93,,
3103,77,,
3160,,N,
3195,27,,
3226,53,,
3231,,N,
3246,88,,
3252,,N,
3253,99,,
3264,87,,
3375,80,,
3397,46,,
3478,79,,
3529,51,,
3600,52,,
3619,46,,
3623,95,,
3727,100,,
3757,80,,
3837,77,,
3867,109,S,Cita para entregar documentación.
3941,,N,
3951,53,,
3957,59,,
4025,51,,
4040,89,,
4065,50,,
4084,,N,
4150,77,,
4219,,N,
4230,93,,
4245,71,,
4280,65,,
4317,98,,
4342,98,,
4354,55,,
4358,,N,
4376,102,,
4378,90,,
4394,69,,
4412,91,,
4416,88,,
4425,106,S,
4445,97,,
4459,93,,
4568,98,,
4713,109,S,Cita para entregar documentación.
4809,65,,
4866,,N,
4868,56,,
4876,73,,
4919,,N,
5179,76,,
5227,,N,
5232,78,,
5261,103,,
5303,,N,
5322,79,,
5333,101,,
5421,,N,
5435,80,,
5437,108,S,Cita para entregar documentación.
5464,58,,
5481,99,,
5483,,N,
5486,45,,
5488,108,S,
5544,54,,
5590,48,,
5596,91,,
5597,87,,
5610,72,,
5701,80,,
5707,60,,
5747,,N,
5797,69,,
5817,67,,
5849,80,,
5850,71,,
5861,,N,
5873,104,S,Cita para entregar documentación.
5878,109,S,Cita para entregar documentación.
5910,50,,
5987,44,,
5989,84,,
5997,66,,
6054,87,,
6056,40,,
6063,55,,
6115,62,,
6130,99,,
6146,67,,
6156,68,,
6162,102,,
6178,99,,
6220,77,,
6267,,N,
6299,60,,
6312,106,S,
6337,,N,
6355,91,,
6413,92,,
6464,48,,
6606,91,,
6615,,N,
6645,104,S,Cita para entregar documentación.
6683,65,,
6768,,N,
6789,36,,
6937,105,S,Cita para entregar documentación.
6975,67,,
6976,33,,
6988,81,,
7007,63,,
7075,105,S,Cita para entregar documentación.
7250,92,,
7272,86,,
7274,54,,
7456,59,,
7464,90,,
7467,27,,
7592,48,,
7621,114,S,
7625,102,,
7635,37,,
7661,116,S,
7666,93,,
7752,100,,
7818,93,,
7842,116,S,Cita para entregar documentación.
7916,66,,
7936,71,,
8011,,N,
8022,,N,
8160,53,,
8166,100,,
8378,55,,
8397,44,,
8419,39,,
8470,89,,
8472,57,,
8575,76,,
8581,43,,
8586,40,,
8620,88,,
8685,86,,
8730,49,,
8783,64,,
8786,71,,
8836,66,,
8890,86,,
8977,,N,
8984,96,,
9074,37,,
9091,100,,
9130,112,S,Cita para entregar documentación.
9141,73,,
9146,83,,
9154,,N,
9232,56,,
9249,48,,
9262,107,S,Cita para entregar documentación.
9276,,N,
9287,91,,
9346,45,,
9389,85,,
9418,109,S,Cita para entregar documentación.
9423,92,,
9475,,N,
9477,,N,
9503,46,,
9514,63,,
9539,,N,
9549,105,S,Cita para entregar documentación.
9585,53,,
9670,69,,
9678,49,,
9692,95,,
9798,61,,
9842,72,,
9903,82,,
9931,118,S,
9933,62,,
9942,63,,
9984,77,,
10045,93,,
10055,84,,
10088,88,,
10133,,N,
10340,74,,
10368,102,,
10384,92,,
10386,106,S,Cita para entregar documentación.
10414,103,,
10419,87,,
10478,65,,
10527,60,,
10557,72,,
10579,36,,
10609,55,,
10669,77,,
10725,66,,
10756,,N,
10768,54,,
10820,,N,
10829,50,,
10879,98,,
10923,68,,
10943,,N,
10968,73,,
10977,59,,
11007,53,,
11032,50,,
11044,51,,
11136,102,,
11170,68,,
11201,88,,
11204,76,,
11329,45,,
11345,,N,
11362,77,,
11369,66,,
11391,70,,
11495,85,,
11519,47,,
11562,111,S,
11600,51,,
11642,60,,
11667,67,,
11688,98,,
11750,38,,
11814,90,,
11829,94,,
11881,74,,
11894,107,S,Cita para entregar documentación.
11911,114,S,Cita para entregar documentación.
11935,64,,
11940,38,,
11944,66,,
11958,57,,
12069,,N,
12126,52,,
12171,,N,
12203,51,,
12243,81,,
12313,75,,
12360,39,,
12451,63,,
12480,,N,
12536,94,,
12568,56,,
12648,61,,
12650,93,,
12719,95,,
12902,40,,
12961,57,,
13037,,N,
13039,36,,
13073,33,,
13102,63,,
13326,82,,
13444,52,,
13469,63,,
13477,56,,
13481,98,,
13512,113,S,Cita para entregar documentación.
13587,70,,
13779,69,,
13814,90,,
13815,48,,
13868,51,,
14007,61,,
14069,62,,
14070,106,S,Cita para entregar documentación.
14210,,N,
14215,51,,
14237,78,,
14270,80,,
14298,91,,
14309,66,,
14387,73,,
14416,47,,
14444,23,,
14703,,N,
14769,107,S,Cita para entregar documentación.
14824,105,S,Cita para entregar documentación.
14851,65,,
15050,70,,
15064,60,,
15179,55,,
15274,103,,
15311,92,,
15472,,N,
15673,67,,
15674,74,,
15695,54,,
15792,,N,
15876,,N,
15902,43,,
15954,104,S,Cita para entregar documentación.
15993,89,,
16035,64,,
16133,106,S,
16197,,N,
16249,81,,
16272,75,,
16293,64,,
16359,63,,
16377,101,,
16441,,N,
16458,,N,
16503,62,,
16511,98,,
16532,107,S,
16534,35,,
16583,,N,
16740,99,,
16755,97,,
16856,114,S,Cita para entregar documentación.
17035,89,,
17146,101,,
17171,65,,
17349,98,,
17412,72,,
17429,53,,
17480,42,,
17510,56,,
17731,55,,
17733,55,,
17745,61,,
17777,43,,
17809,75,,
17833,78,,
17863,105,S,Cita para entregar documentación.
17899,29,,
18048,51,,
18070,55,,
18077,93,,
18120,,N,
18188,62,,
18284,76,,
18424,75,,
18437,87,,
18489,,N,
18542,89,,
18729,57,,
18775,103,,
18821,52,,
18891,,N,
18901,65,,
18935,74,,
18973,99,,
19055,,N,
19120,110,S,Cita para entregar documentación.
19208,40,,
19309,43,,
19454,67,,
19481,74,,
19485,34,,
19624,,N,
19724,,N,
19763,,N,
19838,74,,
19879,98,,
19890,74,,
19891,64,,
19945,55,,
19957,90,,
19958,34,,
20014,93,,
20042,109,S,Cita para entregar documentación.
20091,89,,
20262,60,,
20291,39,,
20352,,N,
20367,56,,
20409,,N,
20785,62,,
20827,83,,
20836,66,,
20918,,N,
20991,84,,
21010,95,,
21014,117,S,Cita para entregar documentación.
21211,,N,
21258,,N,
21309,82,,
21349,52,,
21437,75,,
21493,,N,
21637,,,Cita para aclarar situación escolar.
21654,70,,
21665,,N,
21669,93,,
21674,85,,
21683,80,,
21730,99,,
21750,42,,
21860,106,S,Cita para entregar documentación.
21882,,N,
21911,75,,
21958,47,,
22039,60,,
22042,88,,
22044,48,,
22057,,N,
22131,115,S,Cita para entregar documentación.
22205,50,,
22281,90,,
22393,51,,
22432,,N,
22465,73,,
22505,90,,
22569,100,,
22641,107,S,Cita para entregar documentación.
22668,98,,
22796,70,,
22797,71,,
22932,71,,
22975,67,,
23021,,N,
23044,55,,
23062,68,,
23124,,N,
23167,56,,
23252,57,,
23267,51,,
23368,102,,
23825,55,,
23828,86,,
23835,79,,
23854,73,,
23903,70,,
23993,115,S,
24026,103,,
24029,74,,
24070,112,S,
24075,75,,
24132,51,,
24148,49,,
24168,78,,
24193,96,,
24209,69,,
24238,,N,
24250,78,,
24254,94,,
24319,42,,
24320,,N,
24409,90,,
24419,53,,
24432,53,,
24513,58,,
24558,86,,
24590,84,,
24616,47,,
24622,102,,
24671,61,,
24757,67,,
24867,92,,
24896,51,,
24927,36,,
25062,,N,
25079,93,,
25138,43,,
25141,43,,
25155,44,,
25204,52,,
25220,61,,
25268,74,,
25328,80,,
25329,48,,
25338,100,,
25345,37,,
25357,114,S,Cita para entregar documentación.
25410,61,,
25441,55,,
25454,101,,
25457,54,,
25479,46,,
25606,78,,
25636,47,,
25652,48,,
25747,47,,
25812,54,,
25828,46,,
25961,97,,
26056,51,,
26092,42,,
26218,78,,
26221,74,,
26232,103,,
26264,30,,
26310,,N,
26342,97,,
26348,42,,
26378,79,,
26381,,N,
26432,68,,
26470,56,,
26546,,N,
26578,64,,
26639,43,,
26674,67,,
26683,96,,
26986,45,,
27039,50,,
27058,,N,
27143,101,,
27160,59,,
27269,111,S,
27275,49,,
27314,93,,
27450,60,,
27454,64,,
27692,62,,
27695,,N,
27705,40,,
27732,94,,
27776,60,,
27806,33,,
27869,56,,
27992,88,,
28010,82,,
28127,83,,
28151,90,,
